state,county,2020-01-21,2020-01-24,2020-01-27,2020-01-30,2020-02-02,2020-02-05,2020-02-08,2020-02-11,2020-02-14,2020-02-17,2020-02-20,2020-02-23,2020-02-26,2020-02-29,2020-03-03,2020-03-06,2020-03-09,2020-03-12,2020-03-15,2020-03-18,2020-03-21,2020-03-24,2020-03-27,2020-03-30,2020-04-02,2020-04-05,2020-04-08,2020-04-11
California,Ventura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,13,13,44,43,51,44,42,46
New Jersey,Hunterdon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,27,27,51,59,66,46
Indiana,Hendricks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,7,15,30,58,61,66,58
Utah,Summit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,13,55,20,66,19,61,17,27
Missouri,Kansas City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,48,22,39,36,74,49
Virginia,Loudoun,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,9,4,25,18,60,46,71,58
Utah,Utah,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,13,31,47,111,51,28
Pennsylvania,York,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,11,25,48,69,62,60
Colorado,Douglas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,16,26,26,42,50,52,21,48
Connecticut,Middlesex,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,17,25,24,36,64,116
Indiana,Johnson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,11,24,39,45,41,63,57
Maine,Cumberland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,12,33,18,62,50,34,24,22
Kansas,Johnson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,14,11,30,50,45,31,52,39
Georgia,Hall,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,14,4,38,45,116,43
North Carolina,Durham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,30,20,23,41,39,50,39
Michigan,Kent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,16,10,14,51,29,40,42,63
Texas,Lubbock,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,22,20,57,43,40,79
Texas,El Paso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,18,17,21,38,47,116
California,Santa Barbara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,7,23,41,51,35,54,36
Oregon,Marion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,11,13,51,40,41,34,20,45
California,San Joaquin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,17,29,33,43,42,25,34,23
Washington,Spokane,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,17,53,54,46,33,12,24
Delaware,Kent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,11,6,16,43,115,54
Georgia,Henry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,31,24,47,53,51,35
Nebraska,Douglas,,0,0,0,0,0,0,0,0,10,1,0,2,0,0,1,2,7,7,7,9,6,8,44,26,28,41,55
Michigan,Saginaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,22,46,36,68,68
Washington,Whatcom,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,50,28,24,59,49,14,14
Arkansas,Pulaski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,15,36,25,10,27,35,40,48
Louisiana,Calcasieu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,17,20,66,31,52,57
Louisiana,Terrebonne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,3,9,11,63,51,61,39
Oklahoma,Cleveland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,10,17,21,61,50,41,35
Colorado,Boulder,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,22,19,27,24,32,45,30,39
Washington,Benton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,30,59,32,33,24,56
Texas,Montgomery,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,11,31,20,44,32,55,48
Florida,Polk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,15,35,40,54,49,38
Ohio,Summit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,21,29,53,37,29,27,32
Florida,Seminole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,12,29,34,57,46,27,24
Michigan,Ingham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,4,11,47,55,44,33,36
Arizona,Coconino,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,23,32,43,39,31,52
Georgia,Lee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,10,13,7,60,34,72,26
Virginia,Virginia Beach city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,13,12,23,59,59,37,29
Maryland,Charles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,12,16,36,42,53,71
Tennessee,Rutherford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,26,18,56,34,46,42
Iowa,Linn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,49,34,56,36,38
Indiana,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,22,33,24,57,92
Mississippi,Hinds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,17,19,24,44,36,24,56
Pennsylvania,Lebanon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,15,18,61,63,63
New Jersey,Atlantic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,16,20,71,47,62
California,Tulare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,6,7,19,31,42,52,59
Texas,Brazoria,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,4,21,22,48,35,40,41
Massachusetts,Unknown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,64,214,187,-221,-55,8,2
Georgia,Sumter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,31,35,97,44
Florida,Sarasota,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,12,17,24,43,30,44,39
Florida,Manatee,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,5,3,13,13,47,47,36,49
Alabama,Lee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,14,27,21,17,19,80,31
Illinois,McHenry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,3,31,7,29,52,47,40
Washington,Clark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,7,60,34,21,14,45,30
Pennsylvania,Westmoreland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19,25,29,63,36,35
Maryland,Carroll,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,74,22,37,44,28
Louisiana,Iberville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,6,8,41,53,49,43
Pennsylvania,Dauphin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,18,31,51,50,45
Georgia,Bartow,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,35,21,31,18,28,7,35,16
Florida,Escambia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,15,53,20,24,57,28
Missouri,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,27,15,47,36,28,41
Pennsylvania,Pike,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,19,16,29,46,34,60
Michigan,Livingston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,33,49,22,39,32
Massachusetts,Hampshire,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,26,56,26,36,40
Georgia,Carroll,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,35,36,42,19,26,20
Virginia,Chesterfield,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,9,52,35,37,58
South Carolina,Lexington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,7,6,16,29,47,11,74
California,Fresno,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,8,13,22,41,14,48,45
Wisconsin,Waukesha,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,15,11,30,32,27,34,20,27
New Mexico,Sandoval,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,8,8,17,63,40,56
Louisiana,St. James,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,31,25,45,45,26,16
Alabama,Shelby,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,11,43,18,13,44,20,31
Florida,Volusia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,8,24,26,33,49,14,30
Iowa,Johnson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,6,6,10,21,12,10,26,41,47
New York,Schenectady,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,18,14,20,14,21,27,21,45
Utah,Davis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,10,15,19,27,26,39,21,30
Kansas,Sedgwick,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,29,30,29,46,37
South Carolina,Beaufort,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,13,39,56,26,18,17
Michigan,St. Clair,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,7,10,28,41,46,50
Texas,Hidalgo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,10,34,24,42,60
Virginia,Alexandria city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,10,8,7,41,69,45
Washington,Skagit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,14,20,43,10,52,8,8,18
New York,Saratoga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,21,25,22,23,27,16,19,20
Alabama,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,40,35,20,21,28,21
Indiana,St. Joseph,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,9,12,9,29,37,40,44
Georgia,Cherokee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,11,13,20,19,25,30,31,31
Illinois,Kankakee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,13,21,21,17,69,40
Connecticut,New London,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,9,5,28,63,65
Alabama,Chambers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,21,31,23,50,44
Michigan,Monroe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,16,17,34,29,44,31
New York,Oneida,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,21,34,19,38,56
Colorado,Larimer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,24,24,25,32,29,14,13
Kentucky,Fayette,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,7,7,17,46,41,29,17,9
Pennsylvania,Schuylkill,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,17,24,36,46,43
South Carolina,Kershaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,6,11,17,16,12,29,30,19,17,13
Louisiana,Bossier,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,25,20,30,46,26,19
Colorado,Unknown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,118,24,-16,114,-20,-63
Ohio,Montgomery,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12,18,35,63,28
Florida,Alachua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,18,12,23,20,15,28,21,30
Illinois,St. Clair,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,8,21,19,31,41,46
Connecticut,Tolland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,14,17,17,27,34,43
Texas,Webb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,17,10,25,45,33,36
South Carolina,Spartanburg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,12,14,20,25,51,44
Florida,St. Johns,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,15,18,19,41,39,15,14
Tennessee,Knox,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,11,16,21,40,23,33,21
Rhode Island,Kent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,27,33,45,32
New York,Niagara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,18,50,25,27,24
Wisconsin,Kenosha,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,11,6,37,31,31,34
Iowa,Polk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,7,11,33,26,35,12,29
Mississippi,DeSoto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,34,14,26,29,12,19
Florida,Clay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,12,12,24,21,20,62
Ohio,Lorain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,16,26,22,12,20,26,25
Louisiana,Rapides,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,16,18,33,23,35,24
Texas,Cameron,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,17,40,31,51
Washington,Island,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,10,50,16,24,13,17,8
Ohio,Trumbull,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,13,25,21,26,37,29
New Jersey,Cumberland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,19,23,26,74
California,Marin,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,12,22,15,16,30,19,23,8,4
Michigan,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,20,30,23,36,26
Georgia,Douglas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,20,11,23,25,33,27
Florida,Pasco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,8,9,13,28,36,25,23
Florida,Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,18,18,32,19,38,11
Florida,St. Lucie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,14,17,34,47,20
New Mexico,San Juan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,14,17,58,33
Virginia,Richmond city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,6,8,27,47,20,29
South Carolina,Sumter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,24,32,14,37,29
Georgia,Chatham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,25,46,34,22
Louisiana,St. Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,38,19,35,34
Idaho,Canyon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,25,31,22,20,25
Arizona,Pinal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,6,8,14,28,5,34,21,22
California,Sonoma,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,4,2,23,16,23,22,12,16,22
Georgia,Muscogee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,12,11,57,50
Maine,York,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,17,20,21,27,20,22
Pennsylvania,Beaver,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,30,11,29,44,15
Louisiana,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,14,28,31,25,36
North Carolina,Orange,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,6,7,15,29,60
New Mexico,McKinley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,12,16,30,70
Mississippi,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,14,15,18,29,25,28
Georgia,Richmond,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,6,25,9,28,59
Massachusetts,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,19,25,36,15,17,21
Georgia,Mitchell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,24,16,57,23
Indiana,Allen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,9,16,17,32,41
Louisiana,Plaquemines,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,6,46,24,31,13
Montana,Gallatin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,12,23,27,24,22,4,16
Tennessee,Wilson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,12,30,31,24,18
North Carolina,Guilford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,15,13,27,25,26,12
Texas,Brazos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,19,13,24,7,33,26
Ohio,Portage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,27,25,24,26
Mississippi,Lauderdale,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,19,19,49
Ohio,Stark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,5,9,22,23,28,19,19
Minnesota,Olmsted,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,16,17,15,29,13,24
Minnesota,Ramsey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,9,9,8,16,17,24,21,20
Washington,Kitsap,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,6,5,22,21,22,17,17,13
South Carolina,Horry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,10,5,8,18,14,34,34
Nebraska,Hall,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13,25,25,62
New Jersey,Cape May,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,8,19,43,23,29
Georgia,Forsyth,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,13,15,17,20,25,30
Pennsylvania,Butler,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,23,20,18,26,15
Louisiana,Iberia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,14,49,2,28,31
South Carolina,York,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,24,23,19,30,12
Virginia,James City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,17,18,18,24,20,5,4
California,Solano,,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,2,4,10,10,9,18,12,39,9
California,Placer,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,1,3,14,15,16,33,13,14,7
Indiana,Decatur,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,16,17,21,19,24
Florida,Brevard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,11,12,17,30,26,18
Alaska,Anchorage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,12,26,18,5,19,18,18
Oregon,Clackamas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,6,14,9,21,23,19,18
California,Stanislaus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,6,12,10,17,21,24,26
Maryland,Harford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,13,6,13,15,34,34
Georgia,Early,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,7,22,28,27,23
New York,Steuben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,7,30,15,18,37
New York,Broome,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,9,17,11,25,17,29
Florida,Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,10,7,26,48,9
Rhode Island,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,6,19,44,19
Ohio,Miami,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,13,14,16,14,31,9
Missouri,Jefferson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,29,24,24,20
Ohio,Butler,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,2,5,7,15,23,34,13
Virginia,Chesapeake city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,21,33,27,16
Louisiana,De Soto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,15,14,38,11,23
Georgia,Houston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,16,23,13,37,14
Indiana,Hancock,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,14,9,24,38,13
North Carolina,Forsyth,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,4,5,22,17,30,18,8
Florida,Leon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,9,6,13,7,30,41
Ohio,Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,16,16,19,17,20,13
Washington,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,20,11,16,16,37
Florida,Charlotte,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,12,18,9,29,36
Iowa,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,9,16,36,34
Washington,Grant,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,16,15,20,12,13,8,16
Texas,Williamson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,20,3,18,22,10,23
California,San Luis Obispo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,15,17,18,12,6,7,8
Louisiana,Assumption,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,9,14,28,30,20
Louisiana,St. Landry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,41,-9,39,23
Louisiana,Livingston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,5,17,34,32,10
Florida,Sumter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,19,18,19,9,16,17
Indiana,Bartholomew,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,5,39,12,42
New York,Tompkins,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,10,40,21,8,7,6
Ohio,Medina,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,17,16,20,10,16,13
Indiana,Porter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,20,24,26,22
Georgia,Floyd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,4,14,5,47,4,15,10
Mississippi,Harrison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,10,10,9,20,15,19
North Carolina,Cabarrus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,13,17,12,17,19,21
Georgia,Terrell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,14,27,11,37,11
Florida,Santa Rosa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,7,23,11,8,15,36
Alabama,Montgomery,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,11,17,25,10,25
Indiana,Clark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,7,15,22,17,20,20
Louisiana,St. Mary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,32,25,14,24
Indiana,Floyd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,9,14,16,27,28
Wisconsin,Racine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,12,14,19,23,28
